,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
2831,Swedesboro,Class I,safeway farms complete apple blue cheese & pecan total net wt 875 oz (248g) salad & toppings 675 oz (191g) dressing 2 oz (!83 fl oz) 54 ml  distributed by safeway inc po box 90 pleasonton ca 94506-0009  1-800-safeway/wwwsafewaycom  on or before august 18; upc 2113033680  ,United States,alabama arkansas connecticut delaware dc florida georgia florida iowa illinois indiana kentucky louisiana maine maryland massachusetts michigan minnesota missouri mississippi montana nebraska new hampshire new jersey new york north carolina north dakota ohio oklahoma pennsylvania rhode island south carlina south dakota tennessee vermont virginia wisconsin and west virginia,62794,letter,08085-1700, on or before august 16; upc 7774524204  ,Food,the products are contaminated with listeria monocytogenes,2012-08-08,F-2278-2012,missa bay llc,NJ,Terminated,2013-05-28,293 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2834,Milwaukee,Class I,finest traditions creamy country cole slaw  10 733147 10140 4 1/8 lb  ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 10 733147 10140 4 =11/5/2013 - 11/18/2013	  		,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0578-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2836,Spokane Valley,Class I,white chocolate macademia ice cream; bulk product is labeled with flavor name and date code which is affixed to the plastic container (1 15 and 3 gallon),United States,washington and idaho ice cream scoop shops and restaurants,70150,two or more of the following: email fax letter press release telephone visit,99206-4162," all codes manufactured from january 1 2014 - december 15 2014 (""mmdd"" and ""xxxx""-snoqualmie gourmet ice cream code)",Food,the recalling firm was notified that raw materials used in producing the ice cream products have the potential to be contaminated with listeria monocytogenes,2014-12-23,F-1158-2015,numbskull llc,WA,Terminated,2015-02-23,62 days 00:00:00.000000000,1,0,0,0,0,0,0,1
2840,Ft Lauderdale,Class I,gills onions were used in this product     the product listed below is prepared at whole foods market and distributed in their retail chef's case or on the self-service bar it was not sold labeled    beet & goat cheese salad with raspberry vinaigrette  ,United States,products were sold directly to the consumers though our whole foods market retail stores in the state of florida,62734,other,33308, none ,Food,whole foods market in florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by gill onions llc gill onions llc initiated a recall on their product due to possible listeria monocytogenes contamination,2012-07-27,F-2135-2012,ron stockman whole foods,FL,Terminated,2012-09-19,54 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2848,Columbus,Class I,passion fruit sorbet pint case 289 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen    passion fruit sorbet pint jeni's splendid ice creams llc pint size plastic container individually packed frozen    passion fruit sorbet pint case 289 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3220-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2849,Milwaukee,Class I,archer farms spinach dip upc 0 85239 69052 9 11 oz product code 99010 archer farms spinach dip upc 0 85239 69053 6 18 oz product code 69052 finest traditions spinach dip upc 7 33147 10538 2 8 oz product code 38992  our own spinach dip upc 0 11596 55149 4 1/5 lb product code 5149,United States,nationwide,66623,letter,53204-1211, code date 99010 / 69052 = 10/5/2013 - 10/26/2013; 38992 =9/23/2013 - 10/10/2013 5149 =1 0/11/2013 ,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-09-20,F-0440-2014,garden-fresh foods inc,WI,Terminated,2014-02-11,144 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2852,Milwaukee,Class I,roundy's taco dip upc 0 11150 52604 3 12 oz  product code 52604 maggie's taco dip upc 0 11596 06201 3 12 oz  product code 6201 finest traditions taco dip upc 7 33147 10556 6 8 oz product code 38984 ,United States,nationwide,66623,letter,53204-1211, code date for 52604 = 10/8/2013 - 11/4/2013; 6201= 10/8/2013 - 11/4/2013; 38984 =9/23/2013 - 10/10/2013,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-09-20,F-0443-2014,garden-fresh foods inc,WI,Terminated,2014-02-11,144 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2859,Doral,Class I,cold smoke salmon in vacuum plastic bags labeled in part: ***hand-packed***darn good***atlantic smoked salmon***kosher***einsteinbroscom***,United States,az ca de fl ga il ma mo nc nh nj ny oh pa tx va and puerto rico,63950,telephone,33126-1036, upc # 099892315200  lots = 249 thru 291  process = 7806,Food,potential to be contaminated with listeria monocytogenes,2012-12-22,F-0927-2013,marine harvest usa llc,FL,Terminated,2013-09-13,265 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2860,Milwaukee,Class I,family style creamy tuna salad product code 0 11596 55108 1 2/5 lb;  ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 0 11596 55108 1 = 10/30/2013 - 11/20/2013;,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0599-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2862,Columbus,Class I,bergamot frozen yogurt bucket 348 jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen  bergamot frozen yogurt pint case 248 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen  bergamot frozen yogurt pint jeni's splendid ice creams llc pint size plastic container individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3166-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2874,Memphis,Class I,4/5 sys sliced yellow onions 720621 supc 1232222 distributed by: sysco,United States,tn,62690,telephone,38116-1702, codes:  3164 3174 3184 3194,Food,onions that firm further processed may be contaminated with listeria monocytogenes,2012-07-30,F-1941-2012,st clair foods inc,TN,Terminated,2012-10-12,74 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2878,Swedesboro,Class I,21) wawa chicken salad sandwich net wt 78 oz (221g)  distributed by: wawa inc wawa pa 19063 wawacom  on or before august 10; upc 261905670  ,United States,alabama arkansas connecticut delaware dc florida georgia florida iowa illinois indiana kentucky louisiana maine maryland massachusetts michigan minnesota missouri mississippi montana nebraska new hampshire new jersey new york north carolina north dakota ohio oklahoma pennsylvania rhode island south carlina south dakota tennessee vermont virginia wisconsin and west virginia,62794,letter,08085-1700, on or before august 10; upc 261905670  ,Food,the products are contaminated with listeria monocytogenes,2012-08-08,F-2284-2012,missa bay llc,NJ,Terminated,2013-05-28,293 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2883,Columbus,Class I,sugar plum sorbet pint jeni's splendid ice creams llc pint size plastic container individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3223-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2886,Milwaukee,Class I,garden-fresh	twice baked potato salad kit	1/525 lb		0 11596 61069 6	11/9/2013 - 11/13/2013;  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 0 11596 61069 6	11/9/2013 - 11/13/2013;  ,Food,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013-11-07,F-1082-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2890,Salinas,Class I,fresh n easy brand chopped iceberg 4 x 5 lb bag upc: n/a; product is a salad item; bagged in clear polyethylene film (foodservice) and polypropylene/polyethylene (retail) refrigerate and consume within best by date product is processed and packaged by river ranch fresh foods llc,United States,products were released for distribution in us and canada,61901,press release,93901-4501, best by code dates between 12may2012 - 29may2012; 12may2012 - 22may2012 the code date is located in the upper right hand corner of the bags,Food,river ranch was notified that two separate samples of products pulled by the fda which were produced by river ranch tested positive for listeria monocytogenes ,2012-05-18,F-1617-2012,river ranch fresh foods  llc,CA,Terminated,2012-09-19,124 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2892,Far Rockaway,Class I,ossie's pickled lox dairy net wt 8 oz upc 739885114136; -- far rockaway ny 11691 --- the product is packed in a plastic deli tub,United States,new york and new jersey,74823,press release,11691-1138, best by date codes of 7/21/16 through 08/20/16 (located on the bottom of the plastic tub),Food,the product has the potential to be contaminated with listeria monocytogenes based on the presence of the bacteria in the plant,2016-07-29,F-1976-2016,sm fish corp,NY,Terminated,2016-08-25,27 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2893,Spokane Valley,Class I,dirt ice cream; bulk product is labeled with flavor name and date code which is affixed to the plastic container (1 15 and 3 gallon),United States,washington and idaho ice cream scoop shops and restaurants,70150,two or more of the following: email fax letter press release telephone visit,99206-4162," all codes manufactured from january 1 2014 - december 15 2014 (""mmdd"" and ""xxxx""-snoqualmie gourmet ice cream code)",Food,the recalling firm was notified that raw materials used in producing the ice cream products have the potential to be contaminated with listeria monocytogenes,2014-12-23,F-1103-2015,numbskull llc,WA,Terminated,2015-02-23,62 days 00:00:00.000000000,1,0,0,0,0,0,0,1
2894,Milwaukee,Class I,garden-fresh rocky road dessert  product code 0 11596 45029 2 	1/4 lb  ,United States,ca il in ma mimn mo oh pa wi,66677,two or more of the following: email fax letter press release telephone visit,53204-1211, 0 11596 45029 2 =11/2/2013 - 11/20/2013							,Food,garden-fresh foods is recalling various ready-to-eat salads slaw and dip products sold under various brands and codes because they may be contaminated with listeria monocytogenes,2013-10-30,F-0636-2014,garden-fresh foods inc,WI,Terminated,2014-03-13,134 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2897,Omaha,Class I,d&d foods inc summer fresh pasta 31830 packaged in 8-lb plastic buckets  the firm name on the label is d&d foods inc omaha ne,United States,distribution was made to ia   there was no foreign/military/government distribution,71111,two or more of the following: email fax letter press release telephone visit,68152-1557, lot numbers and best if used by dates: 15093 apr 24 2015; 15096 apr 27 2015; 15100 may 01 2015; 15107 may 08 2015; 15113 may 14 2015; and 15114 may 15 2015,Food,product has the potential to be contaminated listeria monocytogenes,2015-04-27,F-2286-2015,d & d foods inc,NE,Terminated,2015-06-03,37 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2902,Snohomish,Class I,55% soft-serve ice cream mix sold under snoqualmie brand product is sold in 25 gallon clear flexible plastic bags no upc,United States,distributed nationwide,70075,two or more of the following: email fax letter press release telephone visit,98296-7904, production date: january 1 2014 through december 15 2014 ,Food,55% soft-serve ice cream mix is being recalled due to a potential to be contaminated with listeria monocytogenes  ,2014-12-21,F-1463-2015,snoqualmie gourmet ice cream,WA,Terminated,2016-02-23,429 days 00:00:00.000000000,1,0,0,0,0,0,0,1
2903,Coon Rapids,Class I,peanut butter sold under the following sizes brands: honey creamy (55200) peanut butter in 16 oz tubs with snap on lid,United States,nationwide  no distribution outside the us,67806,e-mail,55433-5800, sell by date before 3/20/2015 ,Food,various peanut butters cheese spreads cold pack cheese salsa cheese balls/logs have the potential to be contaminated with listeria monocytogenes,2014-03-21,F-1866-2014,parkers farm inc,MN,Terminated,2015-10-21,579 days 00:00:00.000000000,1,0,0,0,1,1,0,0
2912,Swedesboro,Class I,ready pac sweet sunshine platter net wt 37 oz )2 lb 5 oz)  105 kg dist by ready pac foods inc irwindale ca 91706 usa 1-800-800-7822 wwwreadypaccom  on or before august 16; upc 7774524204  ,United States,alabama arkansas connecticut delaware dc florida georgia florida iowa illinois indiana kentucky louisiana maine maryland massachusetts michigan minnesota missouri mississippi montana nebraska new hampshire new jersey new york north carolina north dakota ohio oklahoma pennsylvania rhode island south carlina south dakota tennessee vermont virginia wisconsin and west virginia,62794,letter,08085-1700, on or before august 16; upc 7774524204  ,Food,the products are contaminated with listeria monocytogenes,2012-08-08,F-2277-2012,missa bay llc,NJ,Terminated,2013-05-28,293 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2916,Sacramento,Class I,garden highway chef essentials pizza crimini mushrooms: 70 oz    manufactured by gh foods ca llc  rancho cordova ca,United States,ca nv az ut az co nm sd wy ne,62676,two or more of the following: email fax letter press release telephone visit,95828-5609, garden highway upc:  8 26766 71630 2;  all with best if sold by dates of 7/19/12 to 7/31/12,Food,gh foods ca received notification from gills onions of a recall of onions due to listeria monocytogenes gh foods used the recalled onions in numerous product,2012-07-26,F-1902-2012,gh foods ca llc,CA,Terminated,2013-01-31,189 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2927,Port Townsend,Class I,brandied apricot ice cream    product can be packaged in 25 gallon or 15 gallon plastic tubs or cardboard quart container  firm is unable to determine how batches were packaged,United States,all product was distributed in the local port townsend washington area,70354,two or more of the following: email fax letter press release telephone visit,98368-5726, some containers may have a production date hand written on a white label some quart containers are stamped on the bottom with the julian date,Food,elevated brand ice cream products are being recalled due to the potential to be contaminated with listeria monocytogenes  these products contain ice cream mix produced and recalled by snoqualmie gourmet ice cream,2014-12-23,F-1233-2015,elevated ice cream company,WA,Terminated,2015-02-23,62 days 00:00:00.000000000,1,0,0,0,0,0,0,1
2929,Oxnard,Class I,"diced organic yellow onions 5lbs ""gills onions"" label no upc  ",United States,nationwide in the us and to canada,55924,letter,93030-7254, usa lot code:  all lots on or before august 3 2012,Food,gills onions is recalling diced and slivered red and yellow onions and diced celery and onion mix because they may be contaminated by listeria monocytogenes,2012-07-17,F-1853-2012,gills onions llc,CA,Terminated,2012-10-25,100 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2932,Goldsboro,Class I,philly-style cheese steak net wt 575 oz upc 7-01248-00194-0 mfg code 237    ,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0816-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2934,Snohomish,Class I,orange sorbet sold under snoqualmie brand  product is sold in 15 and 3 gallon plastic tubs no upc,United States,distributed nationwide,70075,two or more of the following: email fax letter press release telephone visit,98296-7904, production dates from january 1 2014 through december 15 2014 ,Food,orange sorbet is being recalled due to the potential to be contaminated with listeria monocytogenes,2014-12-21,F-1527-2015,snoqualmie gourmet ice cream,WA,Terminated,2016-02-23,429 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2938,E Providence,Class I, oceans catch all natural jonah crab combo meat packaged in round plastic containers (tub with snap-on lid) sold refrigerated: 6 ounce 8 ounce and 16 ounce,United States,distributed in the us in the following states:  ca fl il ma me ny pa ri,69589,two or more of the following: email fax letter press release telephone visit,02914-1710, 6 ounce: lot number 0104791 with a sell by date before 10/13/14; lot number 0104666 with a sell by date before 10/15/14; 8 ounce: lot number 0104787 with a sell by date before 10/14/14; 16 ounce: lot number 0104806 with a sell by date before 10/14/14; lot number 0104845 with a sell by date before 10/16/14,Food,product may be be contaminated with listeria monocytogenes ,2014-10-24,F-0613-2015,rome packing co inc,RI,Terminated,2015-11-05,377 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2940,Coon Rapids,Class I,cheddar ranch cheeseball base cold pack cheese sold under the following sizes and brands:  parkers farm or parkers label in 5 lb (12221) pail with snap on lid,United States,nationwide  no distribution outside the us,67806,e-mail,55433-5800, sell by date before 3/20/2015 ,Food,various peanut butters cheese spreads cold pack cheese salsa cheese balls/logs have the potential to be contaminated with listeria monocytogenes,2014-03-21,F-1839-2014,parkers farm inc,MN,Terminated,2015-10-21,579 days 00:00:00.000000000,1,0,0,0,1,1,0,0
2942,Columbus,Class I,red raspberry frozen yogurt bucket jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen    red raspberry frozen yogurt poppin' j case jeni's splendid ice creams llc 6oz plastic container 25 containers per case frozen    red raspberry frozen yogurt pint case 241 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen    red raspberry frozen yogurt pint jeni's splendid ice creams llc pint size plastic container individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3184-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2951,Goldsboro,Class I,peach cobbler net wt 510 oz upc 7-01248-00848-2 mfg code 695,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0906-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2962,Snohomish,Class I,chocolate custard with espresso chips sold under snoqualmie brand product is sold in 3 gallon plastic tubs  no upc,United States,distributed nationwide,70075,two or more of the following: email fax letter press release telephone visit,98296-7904, production date: january 1 2014 through december 15 2014 ,Food,chocolate custard with espresso chips is being recalled due to the potential to be contaminated with listeria monocytogenes  ,2014-12-21,F-1471-2015,snoqualmie gourmet ice cream,WA,Terminated,2016-02-23,429 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2963,Columbus,Class I,cherries kickapoo ice cream bucket 356 jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen    cherries kickapoo ice cream pint case 256 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen    cherries kickapoo ice cream pint jeni's splendid ice creams llc pint size plastic container individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3101-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2965,Cutler,Class I,sweet 2 eat plums;  product of usa:    brand names:  sweet 2 eat  orchard perfect trader joe's  sam's  mrs smittcamp's  harvest sweet wawona  costco  sweet  o       packed in the following configurations:  sam's 3 1/2 lb clamshell (black diamond)consumer box - 4 lbs  bj's 4 lb clamshell;  2 lb bag  labels:  4040 ca black plum;  4042 ca red plum;  4440 tree ripe plum;  94040 org black plum;  94042 org red plum    varieties include:  black plum: angeleno black amber black diamond 11 black kat slack splendor catalina earli queen flavor rich friar howard sun owen t sp-25 black giant su plum 11/37 su plum 34/36 su plum 41/42 su plum 43  red plum: betty ann fall fiesta fortune fruit punch hiromi redjoanna red john w red yummy royal diamond september yummy simka yummy beauty  green plum: october sun      wawona packing  cutler ca,United States,worldwide distribution including canada taiwan singapore indonesia malaysia columbia costa rica guatemala honduras australia india mexico philippines brazil hong kong ecuador and manila,68833,two or more of the following: email fax letter press release telephone visit,93615-2056, item 4040 - 3099501; 00895009002311;  item 4042 - 3099536; 00895009002218;  item 4440 - 3189881; 00895009002366;  item 94040 - 3098816;  00895009002335  item 94042 - 3098824; 00895009002342;  sam's club consumer box 4 lb upc 0 33383 32016 8;  bj's clamshell 4-45 lb upc 0 33383 45468 9;  2 lb bag plum upc 033383 32010 6  ,Food,certain lots of whole peaches (white and yellow) nectarines (white and yellow) plums and pluots  packed between june 2 and july 12 2014 may be contaminated with listeria monocytogenes,2014-07-18,F-0620-2015,wawona packing company,CA,Terminated,2015-03-02,227 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2966,San Fernando,Class I,feta basket cheese with green olives & thyme  8 oz    upc code:   7 96252 22006 7    product is vacuum packed,United States,us distribution nationwide  foreign distribution to the following; canada and malaysia,72213,two or more of the following: email fax letter press release telephone visit,91340-1540, use by dates up to: 3/7/2016,Food,karoun dairies is recalling all cheese manufactured from an identified manufacturer due to potential listeria monocytogenes contamination,2015-09-16,F-0084-2016,karoun dairies,CA,Terminated,2016-04-12,209 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2969,Vernon,Class I,3 gl pail sff seasonal fruit mix b upc 4294710277                                                                                                                              ,United States,nationwide in us: al az ca  co fl ga la mi nd oh sc tn ut va,73868,letter,90058-2619, 4/27/2016                                                                ,Food,simply fresh fruit is recalling cantaloupe and fruit mixes with cantaloupe because they may be contaminated with listeria monocytogenes,2016-04-14,F-0904-2017,simply fresh fruit,CA,Terminated,2016-12-27,257 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2971,Milwaukee,Class I,finest traditions	deviled egg potato salad 1/8 lb10 733147 10992 911/11/2013 - 11/25/2013;  grandpa's	deviled egg potato salad 2/5 lb 	0 11596 51065 111/22/2013 - 12/10/2013;  grandpa's	deviled egg potato salad 4/5 lb 	0 11596 51065 1 11/28/2013 -2/10/2013;  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 10 733147 10992 9	11/11/2013 - 11/25/2013;  0 11596 51065 1	11/22/2013 - 12/10/2013;  0 11596 51065 1	11/28/2013 -2/10/2013;  ,Food,garden-fresh foods is recalling various cut vegetables  ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013  because they may be contaminated with listeria monocytogenes,2013-11-07,F-0929-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2974,Orlando,Class I,"mix w/yellow onions used as an ingredient  product may be labeled in part:  ""***mixes***rp cel yo diced 1/4:***ready to eat product***2/5 lb***""    ""***fp central fl freshcuts mixes fc rp cel yo diced 1/4""***2/5 lb***rt # fc***""    item # 481240  mixes fc rpcelyo diced 1/4""  ",United States,onion products were distributed to restaurant/food service in fl only,62704,telephone,32809-7970, item # 481240,Food,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012-07-25,F-1878-2012,freshpoint central florida,FL,Terminated,2013-11-26,489 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2976,Columbus,Class I,bananas & honey ice cream bucket 374 jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3160-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2977,Columbus,Class I,mango lassi frozen yogurt bucket 391 jeni's splendid ice creams llc 3 gallons plastic bucket individually packed frozen  mango lassi frozen yogurt pint case 297 jeni's splendid ice creams llc pint size plastic container 8 pints per case frozen  mango lassi frozen yogurt pint jeni's splendid ice creams llc pint size plastic container individually packed frozen,United States,national: az ca co ct de fl ga ia in ky nh ny oh or pa tx wa & wi international: none reported,71170,two or more of the following: email fax letter press release telephone visit,43215-2263, all lots distributed were between july 1 2013 and april 22 2015  ,Food,product may be contaminated with listeria monocytogenes,2015-04-22,F-3181-2015,jeni's splendid ice creams llc,OH,Terminated,2015-11-06,198 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2985,Milwaukee,Class I,dixie cole slaws:1) garden-fresh dixie cole slaw 5 lbs 0 11596 93007 7 ; 2) df special recipe dixie cole slaw 16 oz 0 70163 98115 7        ,United States,az  ca  fl  ia  il  in  ma  mi  mn  mo  oh  pa  tx  wi,62707,letter,53204-1211, 1) garden-fresh dixie cole slaw 3007 8/16/2012-8/17/2012  ; 2) df special recipe dixie cole slaw 98115 8/25/2012  ,Food,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012-07-27,F-2222-2012,garden-fresh foods inc,WI,Terminated,2012-11-15,111 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2990,Miami,Class I,norwegian smoked salmon sides (2-3 lbs)     ,United States,florida & maryland,64290,two or more of the following: email fax letter press release telephone visit,33150-2739, lot 1768 ,Food,private lab result was positive for listeria monocytogenes,2013-02-06,F-1253-2013,mkg provisions inc,FL,Terminated,2013-09-18,224 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2991,Milwaukee,Class I,garden-fresh potato pancakes	4 lbs	0 11596 40425 5								  ,United States,az  ca  fl  ia  il  in  ma  mi  mn  mo  oh  pa  tx  wi,62707,letter,53204-1211, garden-fresh potato pancakes	0425	08/10/12-08/15/12  ,Food,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012-07-27,F-2178-2012,garden-fresh foods inc,WI,Terminated,2012-11-15,111 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2993,Goldsboro,Class I,hot smoked sausage on bun net wt 370 oz upc 7-01248-010857-7 mfg code 1769,United States,nc nj & sc,69555,two or more of the following: email fax letter press release telephone visit,27534-8667, see product description for lot numbers,Food,listeria monocytogenes,2014-10-10,F-0864-2015,sunburst foods inc,NC,Terminated,2015-06-18,251 days 00:00:00.000000000,1,0,0,0,0,0,0,0
2996,Milwaukee,Class I,martin's chef/cobb salad kit 1/4625 lb0 11596 50180 2                          11/9/2013 - 11/16/2013  ,United States,il in mi mn mo oh pa wi,66819,press release,53204-1211, 0 11596 50180 2                          11/9/2013 - 11/16/2013  ,Food,garden-fresh foods is recalling various cut vegetables ready-to-eat salads slaw spread and dip products sold under various brands and code dates manufactured prior to november 06 2013 because they may be contaminated with listeria monocytogenes,2013-11-07,F-0897-2014,garden-fresh foods inc,WI,Terminated,2015-10-29,721 days 00:00:00.000000000,1,0,0,1,0,0,0,0
2999,Wheeling,Class I,roasted garlic hummus sold under the archer farms brand and packaged in a transparent plastic tub  with a net weight of 17 oz (1 lb 1 oz),United States,us: nationwide,68614,telephone,60090-5823," all products with the ""use by"" dates of jun/9/2014 and jun/12/14",Food,lansal inc (dba hot mama's foods) is recalling approximately 14860 pounds of hummus and dip products due to concerns about possible listeria monocytogenes,2014-05-15,F-2296-2014,hot mama's foods,IL,Terminated,2016-05-17,733 days 00:00:00.000000000,1,0,0,0,0,0,0,0
3000,Snohomish,Class I,raspberry sorbet sold under snoqualmie brand  product is sold in 1 gallon plastic trays; 15 and 3 gallon plastic tubs no upc,United States,distributed nationwide,70075,two or more of the following: email fax letter press release telephone visit,98296-7904, production dates from january 1 2014 through december 15 2014 ,Food,raspberry sorbet is being recalled due to the potential to be contaminated with listeria monocytogenes,2014-12-21,F-1542-2015,snoqualmie gourmet ice cream,WA,Terminated,2016-02-23,429 days 00:00:00.000000000,1,0,0,0,0,0,0,0
