course_name|professor|url|description|term|online|course_num
EXPO E-15 Fundamentals of Academic Writing|Rebecca Summerhays|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/23882|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|January session|On campus only|23882
EXPO E-15 Fundamentals of Academic Writing|Allyson K. Boggess|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/23434|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|Online (live) web conference|23434
EXPO E-15 Fundamentals of Academic Writing|Anthony B. Cashman III|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/22356|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|On campus only|22356
EXPO E-15 Fundamentals of Academic Writing|Naomi Stephen|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/24741|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|Online (live) web conference|24741
EXPO E-15 Fundamentals of Academic Writing|Rebecca Summerhays|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/24608|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|On campus only|24608
EXPO E-15 Fundamentals of Academic Writing|Steven Wandler|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/23715|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|Online (live) web conference|23715
EXPO E-15 Fundamentals of Academic Writing|William Weitzel|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/24744|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|Online (live) web conference|24744
EXPO E-15 Fundamentals of Academic Writing|Christina Rarden Grenier|http://extension.harvard.edu/academics/courses/fundamentals-academic-writing/24941|This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts.|Spring Term 2017|Online (live) web conference|24941
EXPO E-25 Academic Writing and Critical Reading|Sarah Ahrens|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/15124|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|15124
EXPO E-25 Academic Writing and Critical Reading|Tad Davies|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/13492|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|13492
EXPO E-25 Academic Writing and Critical Reading|Brian T. Fobi|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/15121|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|15121
EXPO E-25 Academic Writing and Critical Reading|Christina Rarden Grenier|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/13337|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|13337
EXPO E-25 Academic Writing and Critical Reading|Geraldine A. Grimm|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/14620|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|14620
EXPO E-25 Academic Writing and Critical Reading|Michele Martinez|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/12970|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|On campus only|12970
EXPO E-25 Academic Writing and Critical Reading|Elisabeth Sharp McKetta|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/14637|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|14637
EXPO E-25 Academic Writing and Critical Reading|Lindsay Silver Cohen|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/12971|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|12971
EXPO E-25 Academic Writing and Critical Reading|Thomas A. Underwood|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/12964|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|12964
EXPO E-25 Academic Writing and Critical Reading|Naomi Stephen|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/14834|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|14834
EXPO E-25 Academic Writing and Critical Reading|Chris Walsh|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/14833|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|On campus only|14833
EXPO E-25 Academic Writing and Critical Reading|Steven Wandler|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/14910|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Fall Term 2016|Online (live) web conference|14910
EXPO E-25 Academic Writing and Critical Reading|Tad Davies|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24338|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|January session|On campus only|24338
EXPO E-25 Academic Writing and Critical Reading|Sarah Ahrens|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24751|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24751
EXPO E-25 Academic Writing and Critical Reading|Christina Kim Becker|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24746|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24746
EXPO E-25 Academic Writing and Critical Reading|Tad Davies|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/23226|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|23226
EXPO E-25 Academic Writing and Critical Reading|Brian T. Fobi|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24355|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24355
EXPO E-25 Academic Writing and Critical Reading|Geraldine A. Grimm|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24080|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24080
EXPO E-25 Academic Writing and Critical Reading|Marlon Kuzmick|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/23385|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|On campus only|23385
EXPO E-25 Academic Writing and Critical Reading|Michele Martinez|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/23118|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|On campus only|23118
EXPO E-25 Academic Writing and Critical Reading|Lindsay Silver Cohen|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/23597|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|23597
EXPO E-25 Academic Writing and Critical Reading|Janet Sylvester|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24515|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24515
EXPO E-25 Academic Writing and Critical Reading|Paul A. Thur|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/22801|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|On campus only|22801
EXPO E-25 Academic Writing and Critical Reading|Steven Wandler|http://extension.harvard.edu/academics/courses/academic-writing-critical-reading/24516|This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.|Spring Term 2017|Online (live) web conference|24516
EXPO E-34 Business Rhetoric|Thomas Akbari|http://extension.harvard.edu/academics/courses/business-rhetoric/14577|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|14577
EXPO E-34 Business Rhetoric|Lori Friedman|http://extension.harvard.edu/academics/courses/business-rhetoric/13976|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|On campus only|13976
EXPO E-34 Business Rhetoric|Geoffrey Hill|http://extension.harvard.edu/academics/courses/business-rhetoric/14087|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|14087
EXPO E-34 Business Rhetoric|Julie Anne McNary|http://extension.harvard.edu/academics/courses/business-rhetoric/15127|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|15127
EXPO E-34 Business Rhetoric|Julie Anne McNary|http://extension.harvard.edu/academics/courses/business-rhetoric/15192|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|15192
EXPO E-34 Business Rhetoric|Elisabeth Sharp McKetta|http://extension.harvard.edu/academics/courses/business-rhetoric/15205|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|15205
EXPO E-34 Business Rhetoric|Steven Wandler|http://extension.harvard.edu/academics/courses/business-rhetoric/15226|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Fall Term 2016|Online (live) web conference|15226
EXPO E-34 Business Rhetoric|Laura Healy|http://extension.harvard.edu/academics/courses/business-rhetoric/24820|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|January session|On campus only|24820
EXPO E-34 Business Rhetoric|Thomas Akbari|http://extension.harvard.edu/academics/courses/business-rhetoric/23719|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|23719
EXPO E-34 Business Rhetoric|Lori Friedman|http://extension.harvard.edu/academics/courses/business-rhetoric/23922|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|23922
EXPO E-34 Business Rhetoric|Geoffrey Hill|http://extension.harvard.edu/academics/courses/business-rhetoric/24648|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|24648
EXPO E-34 Business Rhetoric|Elisabeth Sharp McKetta|http://extension.harvard.edu/academics/courses/business-rhetoric/24754|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|24754
EXPO E-34 Business Rhetoric|Julie Anne McNary|http://extension.harvard.edu/academics/courses/business-rhetoric/23698|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|23698
EXPO E-34 Business Rhetoric|Judith A. Murciano|http://extension.harvard.edu/academics/courses/business-rhetoric/24519|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|24519
EXPO E-34 Business Rhetoric|Joan Feinberg|http://extension.harvard.edu/academics/courses/business-rhetoric/24875|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|24875
EXPO E-34 Business Rhetoric|Julie Anne McNary|http://extension.harvard.edu/academics/courses/business-rhetoric/24946|This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including email messages, cover letters, proposals, presentations, and reports.  Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly.|Spring Term 2017|Online (live) web conference|24946
EXPO E-39 Advanced Essay Writing|Chris Walsh|http://extension.harvard.edu/academics/courses/advanced-essay-writing/24533|This course aims to help students become writers. Building on fundamental prose skills they have already mastered, students explore the essay form in all its variety and complexity, striving to discover those approaches that feel most natural and effective to them. By reading, discussing, and emulating exemplary work from the long and enduring tradition of essay writing, students cultivate more sophisticated ways to persuade, inform, and move readers. Accomplished professional essayists and editors visit the class, and students choose texts from the best contemporary essayists as well as from writers such as Montaigne, Hazlitt, Woolf, Orwell, Baldwin, Dillard, Stephen Jay Gould, David Foster Wallace, and others. With the help of inspiring models and the feedback of their classmates, students cultivate their own voices as writers—their authority—in whatever fields interest them, within academia or outside of it.|Spring Term 2017|On campus only|24533
EXPO E-42A Writing in the Humanities|Peter Becker|http://extension.harvard.edu/academics/courses/writing-humanities/15143|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the humanities. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the work of writing in the humanities via focused study in the field of literature. During the first part of the semester, students read and write about literary texts; during the second part of the semester, students develop their own independent research project in a humanities field of their choosing. This project involves developing a viable research question; finding, analyzing, and interpreting resources; and developing and refining an original argument in a final paper.|Fall Term 2016|Online (live) web conference|15143
EXPO E-42B Writing in the Social Sciences|Richard Joseph Martin|http://extension.harvard.edu/academics/courses/writing-social-sciences/14835|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the social sciences. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the various social science disciplines and their approaches, while also learning how to become critical consumers of social science research. Students develop their own independent research project in the social science field of their choosing. This project lasts the entire semester and involves developing a viable research question; learning how to find, analyze, and interpret resources appropriately; and, finally, developing and refining an original argument in a final paper.|Fall Term 2016|On campus only|14835
EXPO E-42C Writing in the Sciences|Thomas Akbari|http://extension.harvard.edu/academics/courses/writing-sciences/14538|This course provides instruction in writing for students considering careers or advanced study in the natural, computational, or applied sciences. Through critical reading of key examples of the genres of scientific literature, students study how scientific texts address an audience, make claims, invoke prior claims, deploy keyterms, and engage quantitative and visual evidence. The course's workshop approach fosters skills in revision, peer review, and research into the scientific literature. The course offers writing strategies for successful communication in the field, including concise sentences, coherent paragraphs, and well-ordered documents. Projects include an academic research paper on a topic of a student's choice in a form common to most scientific disciplines.|Fall Term 2016|Online (live) web conference|14538
EXPO E-42A Writing in the Humanities|Elisabeth Sharp McKetta|http://extension.harvard.edu/academics/courses/writing-humanities/24832|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the humanities. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the work of writing in the humanities via focused study in the field of literature. During the first part of the semester, students read and write about literary texts; during the second part of the semester, students develop their own independent research project in a humanities field of their choosing. This project involves developing a viable research question; finding, analyzing, and interpreting resources; and developing and refining an original argument in a final paper.|Spring Term 2017|Online (live) web conference|24832
EXPO E-42B Writing in the Social Sciences|Ariane Liazos|http://extension.harvard.edu/academics/courses/writing-social-sciences/24022|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the social sciences. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the various social science disciplines and their approaches, while also learning how to become critical consumers of social science research. Students develop their own independent research project in the social science field of their choosing. This project lasts the entire semester and involves developing a viable research question; learning how to find, analyze, and interpret resources appropriately; and, finally, developing and refining an original argument in a final paper.|Spring Term 2017|On campus only|24022
EXPO E-42B Writing in the Social Sciences|Janling Fu|http://extension.harvard.edu/academics/courses/writing-social-sciences/24826|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the social sciences. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the various social science disciplines and their approaches, while also learning how to become critical consumers of social science research. Students develop their own independent research project in the social science field of their choosing. This project lasts the entire semester and involves developing a viable research question; learning how to find, analyze, and interpret resources appropriately; and, finally, developing and refining an original argument in a final paper.|Spring Term 2017|Online (live) web conference|24826
EXPO E-42B Writing in the Social Sciences|Thomas A. Underwood|http://extension.harvard.edu/academics/courses/writing-social-sciences/24884|This course is designed for students who wish to build upon the skills developed in EXPO E-25 in order to produce more advanced research and writing in the social sciences. The course is also appropriate for students who wish to review their research and writing skills before embarking on a proseminar at Extension or graduate study elsewhere. Students are introduced to the various social science disciplines and their approaches, while also learning how to become critical consumers of social science research. Students develop their own independent research project in the social science field of their choosing. This project lasts the entire semester and involves developing a viable research question; learning how to find, analyze, and interpret resources appropriately; and, finally, developing and refining an original argument in a final paper.|Spring Term 2017|Online (live) web conference|24884
EXPO E-42C Writing in the Sciences|Thomas Akbari|http://extension.harvard.edu/academics/courses/writing-sciences/24821|This course provides instruction in writing for students considering careers or advanced study in the natural, computational, or applied sciences. Through critical reading of key examples of the genres of scientific literature, students study how scientific texts address an audience, make claims, invoke prior claims, deploy keyterms, and engage quantitative and visual evidence. The course's workshop approach fosters skills in revision, peer review, and research into the scientific literature. The course offers writing strategies for successful communication in the field, including concise sentences, coherent paragraphs, and well-ordered documents. Projects include an academic research paper on a topic of a student's choice in a form common to most scientific disciplines.|Spring Term 2017|Online (live) web conference|24821
EXPO E-170 Principles of Editing|Christina Thompson|http://extension.harvard.edu/academics/courses/principles-editing/24520|Anyone who works with text, whether it's books and magazines, the PTA newsletter, or the company website, is engaged in editing. Many are not paid editors and have no formal training, and yet they are expected to produce good, clean copy and to know how and when to fix others' mistakes. This course is designed to address the sorts of questions that arise in every publishing situation, from blogs to brochures, and to provide students with a reliable set of editing standards and skills. Among the topics covered in this course: editing for style, space, and structure; copyediting, fact-checking, and proofreading; contracts and copyright; and working with authors. At a more general level, we look at the differences implicit in different publishing environments (including print and electronic) and the fundamental relationships between author and audience that determines the shape of the text.|Spring Term 2017|On campus only|24520
